"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"CHM00056187","WENJIANG, CH","2010-11-25","0.00",,"51","55","45"
"CHM00056187","WENJIANG, CH","2010-11-26","0.00",,"53","61","49"
"CHM00056187","WENJIANG, CH","2010-11-27","0.02",,"52","53","50"
"CHM00056187","WENJIANG, CH","2010-11-28","0.01",,"52","58","49"
"CHM00056187","WENJIANG, CH","2010-11-29","0.00",,"51","54","47"
"CHM00056187","WENJIANG, CH","2010-11-30","0.00",,"52","65","46"
"CHM00056187","WENJIANG, CH","2010-12-01","0.00",,"53","64","44"
"CHM00056187","WENJIANG, CH","2010-12-02","0.00",,"52","56","47"
"CHM00056187","WENJIANG, CH","2010-12-03","0.00",,"53","58","51"
"CHM00056187","WENJIANG, CH","2010-12-04","0.00",,"53","61","49"
"CHM00056187","WENJIANG, CH","2010-12-05","0.00",,"52","58","48"
"CHM00056187","WENJIANG, CH","2010-12-06","0.00",,"49","55","45"
"CHM00056187","WENJIANG, CH","2010-12-07","0.00",,"47","59","41"
"CHM00056187","WENJIANG, CH","2010-12-08","0.00",,"42","58","32"
"CHM00056187","WENJIANG, CH","2010-12-09","0.00",,"43","58","34"
"CHM00056187","WENJIANG, CH","2010-12-10","0.00",,"48","54","42"
"CHM00056187","WENJIANG, CH","2010-12-11","0.00",,"49","55","46"
"CHM00056187","WENJIANG, CH","2010-12-12","0.00",,"48","53","46"
"CHM00056187","WENJIANG, CH","2010-12-13","0.00",,"48","60","40"
"CHM00056187","WENJIANG, CH","2010-12-14","0.04",,"48","49","43"
"CHM00056187","WENJIANG, CH","2010-12-15","0.22",,"39","46","37"
"CHM00056187","WENJIANG, CH","2010-12-16","0.00",,"34","44","27"
"CHM00056187","WENJIANG, CH","2010-12-17","0.00",,"37","41","30"
"CHM00056187","WENJIANG, CH","2010-12-18","0.00",,"41","49","37"
"CHM00056187","WENJIANG, CH","2010-12-19","0.00",,"41","59","31"
"CHM00056187","WENJIANG, CH","2010-12-20","0.00",,"44","54","39"
"CHM00056187","WENJIANG, CH","2010-12-21","0.00",,"40","57","30"
"CHM00056187","WENJIANG, CH","2010-12-22","0.00",,"40","53","31"
"CHM00056187","WENJIANG, CH","2010-12-23","0.00",,"42","56","31"
"CHM00056187","WENJIANG, CH","2010-12-24","0.02",,"44","45","41"
"CHM00056187","WENJIANG, CH","2010-12-25","0.01",,"42","50","33"
"CHM00056187","WENJIANG, CH","2010-12-26","0.00",,"43","53","37"
"CHM00056187","WENJIANG, CH","2010-12-27","0.00",,"40","48","33"
"CHM00056187","WENJIANG, CH","2010-12-28","0.00",,"40","51","33"
"CHM00056187","WENJIANG, CH","2010-12-29","0.00",,"40","52","31"
"CHM00056187","WENJIANG, CH","2010-12-30","0.00",,"44","53","36"
"CHM00056187","WENJIANG, CH","2010-12-31","0.00",,"42","46","35"
"CHM00056187","WENJIANG, CH","2011-01-01","0.15",,"38","42","36"
"CHM00056187","WENJIANG, CH","2011-01-02","0.12",,"36","39","34"
"CHM00056187","WENJIANG, CH","2011-01-03","0.00",,"36","38","35"
"CHM00056187","WENJIANG, CH","2011-01-04","0.00",,"36","40","34"
"CHM00056187","WENJIANG, CH","2011-01-05","0.00",,"38","43","36"
"CHM00056187","WENJIANG, CH","2011-01-06","0.00",,"38","45","30"
"CHM00056187","WENJIANG, CH","2011-01-07","0.00",,"37","43","31"
"CHM00056187","WENJIANG, CH","2011-01-08","0.03",,"37","42","34"
"CHM00056187","WENJIANG, CH","2011-01-09","0.00",,"38","45","33"
"CHM00056187","WENJIANG, CH","2011-01-10","0.00",,"37","41","34"
"CHM00056187","WENJIANG, CH","2011-01-11","0.00",,"36","47","30"
"CHM00056187","WENJIANG, CH","2011-01-12","0.00",,"31","39","25"
"CHM00056187","WENJIANG, CH","2011-01-13","0.00",,"36","47","28"
"CHM00056187","WENJIANG, CH","2011-01-14","0.00",,"41","48","36"
"CHM00056187","WENJIANG, CH","2011-01-15","0.00",,"39","46","36"
"CHM00056187","WENJIANG, CH","2011-01-16","0.02",,"36","41","35"
"CHM00056187","WENJIANG, CH","2011-01-17","0.13",,"34","36","33"
"CHM00056187","WENJIANG, CH","2011-01-18","0.11",,"34","35","33"
"CHM00056187","WENJIANG, CH","2011-01-19","0.02",,"34","38","31"
"CHM00056187","WENJIANG, CH","2011-01-20","0.00",,"32","43","25"
"CHM00056187","WENJIANG, CH","2011-01-21","0.00",,"36","42","31"
"CHM00056187","WENJIANG, CH","2011-01-22","0.00",,"36","43","35"
"CHM00056187","WENJIANG, CH","2011-01-23","0.00",,"35","47","28"
"CHM00056187","WENJIANG, CH","2011-01-24","0.00",,"35","38","30"
"CHM00056187","WENJIANG, CH","2011-01-25","0.00",,"38","42","35"
"CHM00056187","WENJIANG, CH","2011-01-26","0.00",,"38","42","36"
"CHM00056187","WENJIANG, CH","2011-01-27","0.02",,"38","41","36"
"CHM00056187","WENJIANG, CH","2011-01-28","0.02",,"35","41","33"
"CHM00056187","WENJIANG, CH","2011-01-29","0.00",,"37","45","31"
"CHM00056187","WENJIANG, CH","2011-01-30","0.00",,"36","45","26"
"CHM00056187","WENJIANG, CH","2011-01-31","0.01",,"38","42","36"
"CHM00056187","WENJIANG, CH","2011-02-01","0.00",,"37","47","31"
"CHM00056187","WENJIANG, CH","2011-02-02","0.00",,"37","45","29"
"CHM00056187","WENJIANG, CH","2011-02-03","0.00",,"42","51","38"
"CHM00056187","WENJIANG, CH","2011-02-04","0.00",,"45","58","39"
"CHM00056187","WENJIANG, CH","2011-02-05","0.00",,"39","53","30"
"CHM00056187","WENJIANG, CH","2011-02-06","0.00",,"40","56","30"
"CHM00056187","WENJIANG, CH","2011-02-07","0.00",,"43","58","32"
"CHM00056187","WENJIANG, CH","2011-02-08","0.00",,"45","61","34"
"CHM00056187","WENJIANG, CH","2011-02-09","0.00",,"48","54","41"
"CHM00056187","WENJIANG, CH","2011-02-10","0.03",,"49","53","46"
"CHM00056187","WENJIANG, CH","2011-02-11","0.08",,"46","49","44"
"CHM00056187","WENJIANG, CH","2011-02-12","0.07",,"43","45","42"
"CHM00056187","WENJIANG, CH","2011-02-13","0.00",,"43","53","36"
"CHM00056187","WENJIANG, CH","2011-02-14","0.01",,"43","46","41"
"CHM00056187","WENJIANG, CH","2011-02-15","0.08",,"42","45","40"
"CHM00056187","WENJIANG, CH","2011-02-16","0.00",,"42","47","40"
"CHM00056187","WENJIANG, CH","2011-02-17","0.00",,"43","54","34"
"CHM00056187","WENJIANG, CH","2011-02-18","0.00",,"45","50","42"
"CHM00056187","WENJIANG, CH","2011-02-19","0.03",,"44","48","40"
"CHM00056187","WENJIANG, CH","2011-02-20","0.00",,"45","48","41"
"CHM00056187","WENJIANG, CH","2011-02-21","0.00",,"45","48","43"
"CHM00056187","WENJIANG, CH","2011-02-22","0.00",,"49","61","43"
"CHM00056187","WENJIANG, CH","2011-02-23","0.00",,"51","64","39"
"CHM00056187","WENJIANG, CH","2011-02-24","0.00",,"51","59","42"
"CHM00056187","WENJIANG, CH","2011-02-25","0.00",,"57","67","51"
"CHM00056187","WENJIANG, CH","2011-02-26","0.00",,"57","67","50"
"CHM00056187","WENJIANG, CH","2011-02-27","0.00",,"56","67","45"
"CHM00056187","WENJIANG, CH","2011-02-28","0.00",,"52","59","51"
"CHM00056187","WENJIANG, CH","2011-03-01","0.00",,"51","63","40"
"CHM00056187","WENJIANG, CH","2011-03-02","0.00",,"51","54","48"
"CHM00056187","WENJIANG, CH","2011-03-03","0.00",,"51","62","42"
"CHM00056187","WENJIANG, CH","2011-03-04","0.00",,"48","55","47"
"CHM00056187","WENJIANG, CH","2011-03-05","0.02",,"48","53","44"
"CHM00056187","WENJIANG, CH","2011-03-06","0.00",,"51","60","45"
"CHM00056187","WENJIANG, CH","2011-03-07","0.00",,"53","62","47"
"CHM00056187","WENJIANG, CH","2011-03-08","0.00",,"53","64","39"
"CHM00056187","WENJIANG, CH","2011-03-09","0.05",,"53","59","49"
"CHM00056187","WENJIANG, CH","2011-03-10","0.11",,"48","51","46"
"CHM00056187","WENJIANG, CH","2011-03-11","0.09",,"51","59","46"
"CHM00056187","WENJIANG, CH","2011-03-12","0.00",,"51","58","40"
"CHM00056187","WENJIANG, CH","2011-03-13","0.00",,"52","62","47"
"CHM00056187","WENJIANG, CH","2011-03-14","0.07",,"49","55","43"
"CHM00056187","WENJIANG, CH","2011-03-15","0.26",,"43","53","37"
"CHM00056187","WENJIANG, CH","2011-03-16","0.00",,"48","58","42"
"CHM00056187","WENJIANG, CH","2011-03-17","0.00",,"46","62","35"
"CHM00056187","WENJIANG, CH","2011-03-18","0.00",,"51","59","45"
"CHM00056187","WENJIANG, CH","2011-03-19","0.00",,"51","54","48"
"CHM00056187","WENJIANG, CH","2011-03-20","0.05",,"47","51","46"
"CHM00056187","WENJIANG, CH","2011-03-21","0.46",,"43","46","41"
"CHM00056187","WENJIANG, CH","2011-03-22","0.24",,"41","48","38"
"CHM00056187","WENJIANG, CH","2011-03-23","0.02",,"42","48","38"
"CHM00056187","WENJIANG, CH","2011-03-24","0.03",,"44","51","40"
"CHM00056187","WENJIANG, CH","2011-03-25","0.00",,"46","52","42"
"CHM00056187","WENJIANG, CH","2011-03-26","0.06",,"46","51","42"
"CHM00056187","WENJIANG, CH","2011-03-27","0.00",,"46","57","35"
"CHM00056187","WENJIANG, CH","2011-03-28","0.00",,"49","67","34"
"CHM00056187","WENJIANG, CH","2011-03-29","0.00",,"52","62","44"
"CHM00056187","WENJIANG, CH","2011-03-30","0.00",,"56","65","51"
"CHM00056187","WENJIANG, CH","2011-03-31","0.00",,"57","65","51"
"CHM00056187","WENJIANG, CH","2011-04-01","0.00",,"55","58","54"
"CHM00056187","WENJIANG, CH","2011-04-02","0.07",,"59","70","52"
"CHM00056187","WENJIANG, CH","2011-04-03","0.00",,"57","64","55"
"CHM00056187","WENJIANG, CH","2011-04-04","0.00",,"56","62","52"
"CHM00056187","WENJIANG, CH","2011-04-05","0.02",,"51","55","50"
"CHM00056187","WENJIANG, CH","2011-04-06","0.01",,"56","66","50"
"CHM00056187","WENJIANG, CH","2011-04-07","0.03",,"55","61","53"
"CHM00056187","WENJIANG, CH","2011-04-08","0.00",,"53","56","49"
"CHM00056187","WENJIANG, CH","2011-04-09","0.06",,"56","69","44"
"CHM00056187","WENJIANG, CH","2011-04-10","0.00",,"60","69","55"
"CHM00056187","WENJIANG, CH","2011-04-11","0.00",,"62","74","50"
"CHM00056187","WENJIANG, CH","2011-04-12","0.01",,"61","66","58"
"CHM00056187","WENJIANG, CH","2011-04-13","0.00",,"62","72","53"
"CHM00056187","WENJIANG, CH","2011-04-14","0.00",,"64","69","61"
"CHM00056187","WENJIANG, CH","2011-04-15","0.00",,"66","74","61"
"CHM00056187","WENJIANG, CH","2011-04-16","0.01",,"63","70","58"
"CHM00056187","WENJIANG, CH","2011-04-17","0.00",,"65","81","54"
"CHM00056187","WENJIANG, CH","2011-04-18","0.00",,"66","81","50"
"CHM00056187","WENJIANG, CH","2011-04-19","0.04",,"63","71","60"
"CHM00056187","WENJIANG, CH","2011-04-20","0.00",,"63","72","59"
"CHM00056187","WENJIANG, CH","2011-04-21","0.06",,"66","76","60"
"CHM00056187","WENJIANG, CH","2011-04-22","0.00",,"69","80","61"
"CHM00056187","WENJIANG, CH","2011-04-23","0.00",,"70","81","63"
"CHM00056187","WENJIANG, CH","2011-04-24","0.00",,"68","82","56"
"CHM00056187","WENJIANG, CH","2011-04-25","0.00",,"70","84","55"
"CHM00056187","WENJIANG, CH","2011-04-26","0.00",,"71","87","55"
"CHM00056187","WENJIANG, CH","2011-04-27","0.00",,"74","91","59"
"CHM00056187","WENJIANG, CH","2011-04-28","0.00",,"74","90","62"
"CHM00056187","WENJIANG, CH","2011-04-29","0.00",,"75","90","62"
"CHM00056187","WENJIANG, CH","2011-04-30","0.00",,"78","89","65"
"CHM00056187","WENJIANG, CH","2011-05-01","1.81",,"68","82","62"
"CHM00056187","WENJIANG, CH","2011-05-02","0.50",,"58","67","54"
"CHM00056187","WENJIANG, CH","2011-05-03","0.00",,"63","71","55"
"CHM00056187","WENJIANG, CH","2011-05-04","0.00",,"66","78","56"
"CHM00056187","WENJIANG, CH","2011-05-05","0.00",,"70","81","58"
"CHM00056187","WENJIANG, CH","2011-05-06","0.00",,"73","83","63"
"CHM00056187","WENJIANG, CH","2011-05-07","0.00",,"76","89","68"
"CHM00056187","WENJIANG, CH","2011-05-08","0.00",,"80","89","73"
"CHM00056187","WENJIANG, CH","2011-05-09","3.35",,"75","84","72"
"CHM00056187","WENJIANG, CH","2011-05-10","0.39",,"71","80","65"
"CHM00056187","WENJIANG, CH","2011-05-11","0.00",,"74","85","67"
"CHM00056187","WENJIANG, CH","2011-05-12","0.04",,"69","78","65"
"CHM00056187","WENJIANG, CH","2011-05-13","0.05",,"64","71","61"
"CHM00056187","WENJIANG, CH","2011-05-14","0.27",,"64","75","56"
"CHM00056187","WENJIANG, CH","2011-05-15","0.05",,"66","74","61"
"CHM00056187","WENJIANG, CH","2011-05-16","0.00",,"71","84","57"
"CHM00056187","WENJIANG, CH","2011-05-17","0.00",,"72","88","58"
"CHM00056187","WENJIANG, CH","2011-05-18","0.00",,"75","92","62"
"CHM00056187","WENJIANG, CH","2011-05-19","0.00",,"79","91","67"
"CHM00056187","WENJIANG, CH","2011-05-20","0.00",,"78","85","73"
"CHM00056187","WENJIANG, CH","2011-05-21","1.13",,"61","73","58"
"CHM00056187","WENJIANG, CH","2011-05-22","0.09",,"61","70","55"
"CHM00056187","WENJIANG, CH","2011-05-23","0.00",,"61","65","59"
"CHM00056187","WENJIANG, CH","2011-05-24","0.00",,"63","74","59"
"CHM00056187","WENJIANG, CH","2011-05-25","0.01",,"67","81","56"
"CHM00056187","WENJIANG, CH","2011-05-26","0.00",,"72","83","61"
"CHM00056187","WENJIANG, CH","2011-05-27","0.00",,"73","83","62"
"CHM00056187","WENJIANG, CH","2011-05-28","0.00",,"73","77","70"
"CHM00056187","WENJIANG, CH","2011-05-29","1.24",,"68","74","66"
"CHM00056187","WENJIANG, CH","2011-05-30","0.16",,"69","73","66"
"CHM00056187","WENJIANG, CH","2011-05-31","0.13",,"67","77","60"
"CHM00056187","WENJIANG, CH","2011-06-01","0.00",,"70","79","63"
"CHM00056187","WENJIANG, CH","2011-06-02","0.06",,"72","81","64"
"CHM00056187","WENJIANG, CH","2011-06-03","0.00",,"69","74","68"
"CHM00056187","WENJIANG, CH","2011-06-04","0.17",,"70","81","63"
"CHM00056187","WENJIANG, CH","2011-06-05","0.00",,"71","75","69"
"CHM00056187","WENJIANG, CH","2011-06-06","0.02",,"74","86","65"
"CHM00056187","WENJIANG, CH","2011-06-07","0.00",,"79","91","69"
"CHM00056187","WENJIANG, CH","2011-06-08","0.00",,"80","91","68"
"CHM00056187","WENJIANG, CH","2011-06-09","0.00",,"74","84","70"
"CHM00056187","WENJIANG, CH","2011-06-10","0.06",,"72","82","67"
"CHM00056187","WENJIANG, CH","2011-06-11","0.00",,"76","86","67"
"CHM00056187","WENJIANG, CH","2011-06-12","0.00",,"78","87","69"
"CHM00056187","WENJIANG, CH","2011-06-13","0.00",,"74","80","73"
"CHM00056187","WENJIANG, CH","2011-06-14","0.00",,"76","87","65"
"CHM00056187","WENJIANG, CH","2011-06-15","0.00",,"78","89","67"
"CHM00056187","WENJIANG, CH","2011-06-16","0.66",,"75","83","71"
"CHM00056187","WENJIANG, CH","2011-06-17","0.28",,"76","84","70"
"CHM00056187","WENJIANG, CH","2011-06-18","0.00",,"76","84","72"
"CHM00056187","WENJIANG, CH","2011-06-19","0.00",,"76","81","73"
"CHM00056187","WENJIANG, CH","2011-06-20","0.04",,"73","76","71"
"CHM00056187","WENJIANG, CH","2011-06-21","0.33",,"72","74","71"
"CHM00056187","WENJIANG, CH","2011-06-22","0.04",,"73","80","71"
"CHM00056187","WENJIANG, CH","2011-06-23","0.04",,"80","92","68"
"CHM00056187","WENJIANG, CH","2011-06-24","0.00",,"83","97","68"
"CHM00056187","WENJIANG, CH","2011-06-25","0.00",,"80","88","72"
"CHM00056187","WENJIANG, CH","2011-06-26","1.11",,"73","82","68"
"CHM00056187","WENJIANG, CH","2011-06-27","0.00",,"78","89","68"
"CHM00056187","WENJIANG, CH","2011-06-28","0.00",,"80","90","70"
"CHM00056187","WENJIANG, CH","2011-06-29","0.00",,"81","92","72"
"CHM00056187","WENJIANG, CH","2011-06-30","0.00",,"80","86","76"
"CHM00056187","WENJIANG, CH","2011-07-01","0.14",,"76","82","73"
"CHM00056187","WENJIANG, CH","2011-07-02","0.52",,"77","82","74"
"CHM00056187","WENJIANG, CH","2011-07-03","0.81",,"77","83","76"
"CHM00056187","WENJIANG, CH","2011-07-04","1.68",,"79","86","72"
"CHM00056187","WENJIANG, CH","2011-07-05","0.30",,"77","82","74"
"CHM00056187","WENJIANG, CH","2011-07-06","0.35",,"73","78","69"
"CHM00056187","WENJIANG, CH","2011-07-07","0.28",,"77","90","68"
"CHM00056187","WENJIANG, CH","2011-07-08","0.00",,"79","91","71"
"CHM00056187","WENJIANG, CH","2011-07-09","0.00",,"78","90","69"
"CHM00056187","WENJIANG, CH","2011-07-10","0.03",,"74","80","70"
"CHM00056187","WENJIANG, CH","2011-07-11","0.04",,"69","74","68"
"CHM00056187","WENJIANG, CH","2011-07-12","0.28",,"68","70","67"
"CHM00056187","WENJIANG, CH","2011-07-13","0.03",,"71","77","66"
"CHM00056187","WENJIANG, CH","2011-07-14","0.00",,"74","84","66"
"CHM00056187","WENJIANG, CH","2011-07-15","0.00",,"76","84","68"
"CHM00056187","WENJIANG, CH","2011-07-16","0.00",,"78","88","68"
"CHM00056187","WENJIANG, CH","2011-07-17","0.00",,"78","89","71"
"CHM00056187","WENJIANG, CH","2011-07-18","0.00",,"80","90","70"
"CHM00056187","WENJIANG, CH","2011-07-19","0.00",,"81","92","72"
"CHM00056187","WENJIANG, CH","2011-07-20","0.00",,"82","94","73"
"CHM00056187","WENJIANG, CH","2011-07-21","1.16",,"76","87","72"
"CHM00056187","WENJIANG, CH","2011-07-22","0.00",,"77","87","68"
"CHM00056187","WENJIANG, CH","2011-07-23","2.71",,"76","85","71"
"CHM00056187","WENJIANG, CH","2011-07-24","0.04",,"76","80","73"
"CHM00056187","WENJIANG, CH","2011-07-25","0.00",,"80","90","73"
"CHM00056187","WENJIANG, CH","2011-07-26","0.00",,"83","94","77"
"CHM00056187","WENJIANG, CH","2011-07-27","0.02",,"80","87","78"
"CHM00056187","WENJIANG, CH","2011-07-28","0.02",,"78","85","72"
"CHM00056187","WENJIANG, CH","2011-07-29","2.75",,"73","82","70"
"CHM00056187","WENJIANG, CH","2011-07-30","0.25",,"73","81","68"
"CHM00056187","WENJIANG, CH","2011-07-31","0.11",,"70","75","69"
"CHM00056187","WENJIANG, CH","2011-08-01","0.11",,"73","82","68"
"CHM00056187","WENJIANG, CH","2011-08-02","0.00",,"77","88","68"
"CHM00056187","WENJIANG, CH","2011-08-03","0.04",,"72","80","70"
"CHM00056187","WENJIANG, CH","2011-08-04","0.98",,"69","75","66"
"CHM00056187","WENJIANG, CH","2011-08-05","0.00",,"76","86","68"
"CHM00056187","WENJIANG, CH","2011-08-06","0.00",,"79","90","70"
"CHM00056187","WENJIANG, CH","2011-08-07","0.00",,"80","91","71"
"CHM00056187","WENJIANG, CH","2011-08-08","0.00",,"81","91","73"
"CHM00056187","WENJIANG, CH","2011-08-09","0.00",,"82","92","75"
"CHM00056187","WENJIANG, CH","2011-08-10","0.00",,"81","88","75"
"CHM00056187","WENJIANG, CH","2011-08-11","0.00",,"81","90","74"
"CHM00056187","WENJIANG, CH","2011-08-12","0.33",,"82","93","76"
"CHM00056187","WENJIANG, CH","2011-08-13","0.11",,"83","94","77"
"CHM00056187","WENJIANG, CH","2011-08-14","0.07",,"83","94","78"
"CHM00056187","WENJIANG, CH","2011-08-15","0.16",,"82","94","74"
"CHM00056187","WENJIANG, CH","2011-08-16","0.72",,"82","94","75"
"CHM00056187","WENJIANG, CH","2011-08-17","0.00",,"83","94","76"
"CHM00056187","WENJIANG, CH","2011-08-18","0.24",,"81","94","74"
"CHM00056187","WENJIANG, CH","2011-08-19","0.17",,"82","91","72"
"CHM00056187","WENJIANG, CH","2011-08-20","0.00",,"82","89","77"
"CHM00056187","WENJIANG, CH","2011-08-21","0.03",,"76","83","74"
"CHM00056187","WENJIANG, CH","2011-08-22","0.04",,"74","81","71"
"CHM00056187","WENJIANG, CH","2011-08-23","0.00",,"75","90","63"
"CHM00056187","WENJIANG, CH","2011-08-24","0.00",,"76","89","67"
"CHM00056187","WENJIANG, CH","2011-08-25","0.07",,"75","89","66"
"CHM00056187","WENJIANG, CH","2011-08-26","1.43",,"75","88","67"
"CHM00056187","WENJIANG, CH","2011-08-27","0.00",,"76","89","66"
"CHM00056187","WENJIANG, CH","2011-08-28","0.02",,"78","86","72"
"CHM00056187","WENJIANG, CH","2011-08-29","0.00",,"80","92","72"
"CHM00056187","WENJIANG, CH","2011-08-30","0.00",,"81","94","72"
"CHM00056187","WENJIANG, CH","2011-08-31","0.00",,"83","95","75"
"CHM00056187","WENJIANG, CH","2011-09-01","0.00",,"82","94","75"
"CHM00056187","WENJIANG, CH","2011-09-02","0.02",,"81","88","76"
"CHM00056187","WENJIANG, CH","2011-09-03","0.00",,"81","90","76"
"CHM00056187","WENJIANG, CH","2011-09-04","0.00",,"82","90","76"
"CHM00056187","WENJIANG, CH","2011-09-05","0.01",,"80","87","75"
"CHM00056187","WENJIANG, CH","2011-09-06","2.29",,"72","82","70"
"CHM00056187","WENJIANG, CH","2011-09-07","1.26",,"69","72","65"
"CHM00056187","WENJIANG, CH","2011-09-08","0.06",,"70","79","65"
"CHM00056187","WENJIANG, CH","2011-09-09","0.00",,"71","80","63"
"CHM00056187","WENJIANG, CH","2011-09-10","0.04",,"69","74","68"
"CHM00056187","WENJIANG, CH","2011-09-11","0.04",,"68","70","67"
"CHM00056187","WENJIANG, CH","2011-09-12","0.73",,"68","74","65"
"CHM00056187","WENJIANG, CH","2011-09-13","0.09",,"69","76","66"
"CHM00056187","WENJIANG, CH","2011-09-14","0.06",,"72","83","67"
"CHM00056187","WENJIANG, CH","2011-09-15","0.00",,"74","81","69"
"CHM00056187","WENJIANG, CH","2011-09-16","0.00",,"75","81","70"
"CHM00056187","WENJIANG, CH","2011-09-17","0.57",,"69","76","66"
"CHM00056187","WENJIANG, CH","2011-09-18","0.29",,"65","68","63"
"CHM00056187","WENJIANG, CH","2011-09-19","0.20",,"61","65","58"
"CHM00056187","WENJIANG, CH","2011-09-20","0.00",,"62","69","58"
"CHM00056187","WENJIANG, CH","2011-09-21","0.00",,"61","65","59"
"CHM00056187","WENJIANG, CH","2011-09-22","0.00",,"62","66","59"
"CHM00056187","WENJIANG, CH","2011-09-23","0.00",,"64","72","59"
"CHM00056187","WENJIANG, CH","2011-09-24","0.00",,"64","74","56"
"CHM00056187","WENJIANG, CH","2011-09-25","0.01",,"66","72","62"
"CHM00056187","WENJIANG, CH","2011-09-26","0.01",,"65","70","62"
"CHM00056187","WENJIANG, CH","2011-09-27","0.07",,"63","65","62"
"CHM00056187","WENJIANG, CH","2011-09-28","0.24",,"65","72","61"
"CHM00056187","WENJIANG, CH","2011-09-29","0.00",,"68","80","62"
"CHM00056187","WENJIANG, CH","2011-09-30","0.00",,"68","79","58"
"CHM00056187","WENJIANG, CH","2011-10-01","0.00",,"68","77","61"
"CHM00056187","WENJIANG, CH","2011-10-02","0.37",,"65","69","63"
"CHM00056187","WENJIANG, CH","2011-10-03","0.03",,"60","64","59"
"CHM00056187","WENJIANG, CH","2011-10-04","0.06",,"62","71","54"
"CHM00056187","WENJIANG, CH","2011-10-05","0.00",,"63","68","60"
"CHM00056187","WENJIANG, CH","2011-10-06","0.00",,"63","71","56"
"CHM00056187","WENJIANG, CH","2011-10-07","0.00",,"65","72","61"
"CHM00056187","WENJIANG, CH","2011-10-08","0.00",,"67","72","63"
"CHM00056187","WENJIANG, CH","2011-10-09","0.28",,"67","72","64"
"CHM00056187","WENJIANG, CH","2011-10-10","0.00",,"69","75","65"
"CHM00056187","WENJIANG, CH","2011-10-11","0.00",,"70","75","67"
"CHM00056187","WENJIANG, CH","2011-10-12","0.00",,"68","76","60"
"CHM00056187","WENJIANG, CH","2011-10-13","0.18",,"62","69","56"
"CHM00056187","WENJIANG, CH","2011-10-14","0.00",,"61","67","56"
"CHM00056187","WENJIANG, CH","2011-10-15","0.00",,"62","68","58"
"CHM00056187","WENJIANG, CH","2011-10-16","0.00",,"62","75","53"
"CHM00056187","WENJIANG, CH","2011-10-17","0.00",,"63","75","56"
"CHM00056187","WENJIANG, CH","2011-10-18","0.00",,"64","77","55"
"CHM00056187","WENJIANG, CH","2011-10-19","0.03",,"62","65","59"
"CHM00056187","WENJIANG, CH","2011-10-20","0.07",,"61","66","57"
"CHM00056187","WENJIANG, CH","2011-10-21","0.00",,"60","64","58"
"CHM00056187","WENJIANG, CH","2011-10-22","0.02",,"60","64","58"
"CHM00056187","WENJIANG, CH","2011-10-23","0.01",,"62","68","58"
"CHM00056187","WENJIANG, CH","2011-10-24","0.02",,"62","72","58"
"CHM00056187","WENJIANG, CH","2011-10-25","0.11",,"59","62","57"
"CHM00056187","WENJIANG, CH","2011-10-26","0.27",,"58","60","56"
"CHM00056187","WENJIANG, CH","2011-10-27","0.26",,"56","61","54"
"CHM00056187","WENJIANG, CH","2011-10-28","0.00",,"55","70","44"
"CHM00056187","WENJIANG, CH","2011-10-29","0.00",,"55","65","47"
"CHM00056187","WENJIANG, CH","2011-10-30","0.00",,"58","64","56"
"CHM00056187","WENJIANG, CH","2011-10-31","0.00",,"58","60","56"
"CHM00056187","WENJIANG, CH","2011-11-01","0.00",,"58","62","56"
"CHM00056187","WENJIANG, CH","2011-11-02","0.10",,"59","63","57"
"CHM00056187","WENJIANG, CH","2011-11-03","0.01",,"61","67","58"
"CHM00056187","WENJIANG, CH","2011-11-04","0.00",,"60","64","59"
"CHM00056187","WENJIANG, CH","2011-11-05","0.00",,"59","66","54"
"CHM00056187","WENJIANG, CH","2011-11-06","0.47",,"59","66","57"
"CHM00056187","WENJIANG, CH","2011-11-07","0.05",,"61","68","54"
"CHM00056187","WENJIANG, CH","2011-11-08","0.01",,"59","67","55"
"CHM00056187","WENJIANG, CH","2011-11-09","0.00",,"56","69","46"
"CHM00056187","WENJIANG, CH","2011-11-10","0.00",,"57","67","49"
"CHM00056187","WENJIANG, CH","2011-11-11","0.00",,"57","60","56"
"CHM00056187","WENJIANG, CH","2011-11-12","0.00",,"56","62","54"
"CHM00056187","WENJIANG, CH","2011-11-13","0.00",,"54","64","46"
"CHM00056187","WENJIANG, CH","2011-11-14","0.00",,"55","59","53"
"CHM00056187","WENJIANG, CH","2011-11-15","0.01",,"56","61","53"
"CHM00056187","WENJIANG, CH","2011-11-16","0.00",,"56","60","53"
"CHM00056187","WENJIANG, CH","2011-11-17","0.00",,"56","64","53"
"CHM00056187","WENJIANG, CH","2011-11-18","0.00",,"56","69","51"
"CHM00056187","WENJIANG, CH","2011-11-19","0.00",,"58","63","53"
"CHM00056187","WENJIANG, CH","2011-11-20","0.00",,"57","62","55"
"CHM00056187","WENJIANG, CH","2011-11-21","0.00",,"58","63","56"
"CHM00056187","WENJIANG, CH","2011-11-22","0.00",,"56","64","52"
"CHM00056187","WENJIANG, CH","2011-11-23","0.00",,"56","67","47"
"CHM00056187","WENJIANG, CH","2011-11-24","0.00",,"58","61","55"
"CHM00056187","WENJIANG, CH","2011-11-25","0.00",,"58","65","55"
"CHM00056187","WENJIANG, CH","2011-11-26","0.00",,"59","68","55"
